web-scraper-order,web-scraper-start-url,pagination,type chaussure,prix,adresse,image url-src
"1751302990-1858","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=94","Chaussures hommes - femmes","9 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2825749_uploaded_image1_1607734046.jpg"
"1751302990-1859","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=94","Chaussures homme","15 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_2824847_uploaded_image2_1607699578.jpeg"
"1751302990-1860","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=94","Chaussures orthopédique","15 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_2824707_uploaded_image1_1607696134.jpg"
"1751302990-1861","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=94","Chaussures hommes et femmes","11 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2823668_uploaded_image1_1607644428.jpg"
"1751302990-1862","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=94","Chaussures homme","30 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2823608_uploaded_image1_1607641409.jpg"
"1751302990-1863","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=94","Baskets Puma","30 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2823386_uploaded_image1_1607632231.jpg"
"1751302990-1864","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=94","Chaussures homme","35 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2823381_uploaded_image1_1607632083.jpg"
"1751302990-1865","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=94","Baskets Jordan 4 Retro","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_2822795_uploaded_image1_1607613327.jpg"
"1751302990-1866","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=94","Baskets Jordan 4 Metallic","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_2822792_uploaded_image1_1607613155.jpg"
"1751302990-1867","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=94","Baskets Jordan One Silver","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_2822754_uploaded_image1_1607612293.jpg"
"1751302990-1868","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=94","Baskets Jordan 6","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_2822746_uploaded_image1_1607612165.jpg"
"1751302990-1869","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=94","Baskets Jordan 4","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_2822742_uploaded_image1_1607612023.jpg"
"1751302990-1870","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=94","Baskets Jordan 4 Dior","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_2822737_uploaded_image1_1607611910.jpg"
"1751302990-1871","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=94","Chaussures mixtes","Prix sur demande","Ngor, Dakar, Sénégal","https://images.coinafrique.com/thumb_2822342_uploaded_image1_1607602313.jpg"
"1751302990-1872","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=94","Chaussures homme","11 000CFA","Ngor, Dakar, Sénégal","https://images.coinafrique.com/thumb_2822333_uploaded_image1_1607602099.jpg"
"1751302990-1873","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=94","Chaussures homme","12 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_2821900_uploaded_image1_1607592831.jpg"
"1751302990-1874","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=94","Baskets Gucci","8 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_2820727_uploaded_image1_1607535391.jpg"
"1751302990-1875","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=94","Baskets homme","8 500CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_2820724_uploaded_image1_1607535266.jpg"
"1751302990-1876","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=94","Baskets homme","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_2820658_uploaded_image1_1607533737.jpg"
"1751302990-1877","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=94","Chaussures homme","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_2820650_uploaded_image1_1607533559.jpg"
"1751302990-1878","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=94","Baskets homme","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_2820639_uploaded_image1_1607533301.jpg"
"1751302990-1879","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=94","Chaussures homme","20 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_2820343_uploaded_image1_1607526062.jpg"
"1751302990-1880","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=94","Chaussures  homme","20 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_2820337_uploaded_image1_1607525901.jpg"
"1751302990-1881","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=94","Chaussures   homme","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2819961_uploaded_image1_1607517830.jpg"
"1751302990-1882","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=94","Chaussures homme","20 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_2819237_uploaded_image1_1607503045.jpg"
"1751302990-1883","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=94","Chaussures homme","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2819231_uploaded_image2_1607502765.jpeg"
"1751302990-1884","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=94","Baskets Nike Air Jordan","20 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2818970_uploaded_image1_1607478868.jpg"
"1751302990-1885","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=94","Baskets Homme","15 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2818969_uploaded_image1_1607478761.jpg"
"1751302990-1886","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=94","Chaussures Homme","12 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2818967_uploaded_image1_1607478656.jpg"
"1751302990-1887","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=94","Basket Nike Air Jordan","20 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2818961_uploaded_image1_1607478208.jpg"
"1751302990-1888","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=94","Chaussures hommes - femmes","9 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2818883_uploaded_image1_1607471325.jpg"
"1751302990-1889","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=94","Baskets Nike","Prix sur demande","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_2818580_uploaded_image1_1607458187.jpg"
"1751302990-1890","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=94","Tennis friperies","7 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2818077_uploaded_image1_1607442009.jpg"
"1751302990-1891","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=94","Chaussures orthopédique","10 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_2817826_uploaded_image1_1607436805.jpg"
"1751302990-1892","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=94","Chaussures orthopédiques","10 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_2817822_uploaded_image1_1607436750.jpg"
"1751302990-1893","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=94","Chaussures orthopédiques","10 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_2817818_uploaded_image1_1607436696.jpg"
"1751302990-1894","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=94","Baskets homme","350 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_2817816_uploaded_image1_1607436691.jpg"
"1751302990-1895","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=94","Baskets Nike Air Max","Prix sur demande","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_2817694_uploaded_image1_1607433544.jpg"
"1751302990-1896","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=94","Baskets Nike coupés","Prix sur demande","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_2817687_uploaded_image1_1607433317.jpg"
"1751302990-1897","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=94","Baskets All Star Converse","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2816892_uploaded_image1_1607415226.jpg"
"1751302990-1898","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=94","Mocassins homme","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2816817_uploaded_image1_1607412072.jpg"
"1751302990-1899","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=94","Chaussures homme","Prix sur demande","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_2816787_uploaded_image2_1607411282.jpeg"
"1751302990-1900","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=94","Baskets Nike","Prix sur demande","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_2816774_uploaded_image1_1607410985.jpg"
"1751302990-1901","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=94","Chaussures mixtes","9 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2816532_uploaded_image1_1607420433.jpg"
"1751302990-1902","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=94","Baskets homme","9 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2816528_uploaded_image1_1607387537.jpg"
"1751302990-1903","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=94","Chaussures orthopédique","10 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_2815419_uploaded_image1_1607354676.jpg"
"1751302990-1904","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=94","Chaussures orthopédique homme","15 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_2815379_uploaded_image1_1607353737.jpg"
"1751302990-1905","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=94","Chaussures   homme","Prix sur demande","Thies, Sénégal","https://images.coinafrique.com/thumb_2814472_uploaded_image1_1607335220.jpg"
"1751302990-1906","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=94","Baskets homme","25 000CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_2814417_uploaded_image1_1607333884.jpg"
"1751302990-1907","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=94","Mocassins Diam","Prix sur demande","Geule Tapée, Dakar, Sénégal","https://images.coinafrique.com/thumb_2813883_uploaded_image1_1607297704.jpg"
"1751302990-1908","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=94","Mocassins homme","Prix sur demande","Geule Tapée, Dakar, Sénégal","https://images.coinafrique.com/thumb_2813874_uploaded_image1_1607297358.jpg"
"1751302990-1909","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=94","Baskets Nike","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_2813360_uploaded_image1_1607280506.jpg"
"1751302990-1910","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=94","Baskets Nike","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_2813357_uploaded_image1_1607280419.jpg"
"1751302990-1911","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=94","Baskets Nike","25 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2813295_uploaded_image1_1607278537.jpg"
"1751302990-1912","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=94","Chaussures homme","25 000CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2813284_uploaded_image1_1607278159.jpg"
"1751302990-1913","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=94","Chaussures en cuir","10 000CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_2812653_uploaded_image1_1607255581.jpg"
"1751302990-1914","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=94","Baskets Nike Jordan","16 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2812651_uploaded_image1_1607255524.jpg"
"1751302990-1915","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=94","Chaussures en cuir","10 000CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_2812649_uploaded_image1_1607255481.jpg"
"1751302990-1916","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=94","Chaussures en cuir","10 000CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_2812647_uploaded_image1_1607255421.jpg"
"1751302990-1917","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=94","Chaussures en cuir","10 000CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_2812645_uploaded_image1_1607255367.jpg"
"1751302990-1918","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=94","Chaussures en cuir","10 000CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_2812642_uploaded_image1_1607255307.jpg"
"1751302990-1919","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=94","Chaussures en cuir","10 000CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_2812638_uploaded_image1_1607255245.jpg"
"1751302990-1920","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=94","Chaussures en cuir","10 000CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_2812635_uploaded_image1_1607255180.jpg"
"1751302990-1921","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=94","Chaussures en cuir","10 000CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_2812630_uploaded_image1_1607255077.jpg"
"1751302990-1922","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=94","Chaussures en cuir","10 000CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_2812623_uploaded_image1_1607254865.jpg"
"1751302990-1923","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=94","Chaussures en cuir","10 000CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_2812619_uploaded_image1_1607254759.jpg"
"1751302990-1924","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=94","Sandales orthopédiques","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_2812170_uploaded_image1_1607213536.jpg"
"1751302990-1925","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=94","Baskets mixtes","9 500CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2812169_uploaded_image1_1607213532.jpg"
"1751302990-1926","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=94","Baskets homme","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2812120_uploaded_image1_1607210466.jpg"
"1751302990-1927","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=94","Chaussures orthopédiques","15 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_2811988_uploaded_image1_1607203787.jpg"
"1751302990-1928","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=94","Chaussures orthopédiques","15 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_2811983_uploaded_image1_1607203672.jpg"
"1751302990-1929","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=94","Chaussures orthopédiques","15 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_2811978_uploaded_image1_1607203565.jpg"
"1751302990-1930","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=94","Chaussures orthopédiques","15 000CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_2811925_uploaded_image1_1607201610.jpg"
"1751302990-1931","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=94","Baskets Nike","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_2811735_uploaded_image1_1607195808.jpg"
"1751302990-1932","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=94","Baskets homme","23 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2811701_uploaded_image1_1607194760.jpg"
"1751303005-1933","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=98","Baskets Nike","10 000CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_2743952_uploaded_image1_1604689837.jpg"
"1751303005-1934","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=98","Baskets Nike","30 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_2743819_uploaded_image1_1604686023.jpg"
"1751303005-1935","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=98","Chaussures orthopédiques","15 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_2743711_uploaded_image1_1604682131.jpg"
"1751303005-1936","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=98","Babouches homme","15 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_2743701_uploaded_image1_1604681822.jpg"
"1751303005-1937","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=98","Baskets homme","25 000CFA","Gorée, Dakar, Sénégal","https://images.coinafrique.com/thumb_2743689_uploaded_image1_1604681567.jpg"
"1751303005-1938","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=98","Chaussures coupées en cuir","15 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_2743657_uploaded_image1_1604680702.jpg"
"1751303005-1939","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=98","Chaussures homme","25 000CFA","Gorée, Dakar, Sénégal","https://images.coinafrique.com/thumb_2743605_uploaded_image1_1604679302.jpg"
"1751303005-1940","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=98","Chaussures Homme","25 000CFA","Gorée, Dakar, Sénégal","https://images.coinafrique.com/thumb_2743601_uploaded_image1_1604679185.jpg"
"1751303005-1941","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=98","Baskets homme","30 000CFA","Gorée, Dakar, Sénégal","https://images.coinafrique.com/thumb_2742559_uploaded_image2_1604658348.jpeg"
"1751303005-1942","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=98","Chaussures   homme","25 000CFA","Gorée, Dakar, Sénégal","https://images.coinafrique.com/thumb_2742551_uploaded_image1_1604658259.jpg"
"1751303005-1943","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=98","Chaussures orthopédiques","10 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_2741556_uploaded_image1_1604610769.jpg"
"1751303005-1944","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=98","Chaussures homme","35 000CFA","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_2741239_uploaded_image1_1604601078.jpg"
"1751303005-1945","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=98","Chaussure de cérémonie","30 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2741211_uploaded_image1_1604600213.jpg"
"1751303005-1946","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=98","Chaussure de cérémonie","30 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2741207_uploaded_image1_1604600088.jpg"
"1751303005-1947","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=98","Chaussures orthopédique Homme","10 000CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_2741100_uploaded_image1_1604597845.jpg"
"1751303005-1948","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=98","Baskets Nike Air Max","Prix sur demande","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_2740408_uploaded_image1_1604583068.jpg"
"1751303005-1949","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=98","Baskets Nike coupés","Prix sur demande","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_2740393_uploaded_image1_1604582673.jpg"
"1751303005-1950","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=98","Chaussures   homme","20 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2740244_uploaded_image1_1604578948.jpg"
"1751303005-1951","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=98","Chaussures homme","25 000CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_2740197_uploaded_image1_1604577991.jpg"
"1751303005-1952","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=98","Chaussures Nike Air Force One","15 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2739831_uploaded_image1_1604571461.jpg"
"1751303005-1953","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=98","Chaussures Kastero","25 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2739133_uploaded_image1_1604532944.jpg"
"1751303005-1954","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=98","Baskets mixtes","12 000CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2738516_uploaded_image1_1604512786.jpg"
"1751303005-1955","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=98","Chaussures homme","5 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_2736305_uploaded_image1_1604446718.jpg"
"1751303005-1956","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=98","Chaussures homme","35 000CFA","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_2736254_uploaded_image1_1604444790.jpg"
"1751303005-1957","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=98","Chaussures homme","35 000CFA","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_2736250_uploaded_image1_1604444706.jpg"
"1751303005-1958","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=98","Chaussures","15 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2736079_uploaded_image1_1604439972.jpg"
"1751303005-1959","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=98","Baskets Jordan","35 000CFA","Geule Tapée, Dakar, Sénégal","https://images.coinafrique.com/thumb_2735613_uploaded_image1_1604427120.jpg"
"1751303005-1960","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=98","Chaussures   homme","28 000CFA","Medina, Dakar, Sénégal","https://images.coinafrique.com/thumb_2735240_uploaded_image1_1604419202.jpg"
"1751303005-1961","https://sn.coinafrique.com/categorie/chaussures-homme","https://sn.coinafrique.com/categorie/chaussures-homme?page=98","Sandales et babouches Homme","3 000CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2734518_uploaded_image1_1604404775.jpg"
